timestamp,asset_id,asset_type,building,campus,age_years,temperature_c,humidity_pct,vibration_g,power_kw,usage_hours,failure_within_30d
2025-09-10 06:21:05.869960,A008,Lighting,Building-4,Main,9.3,23.34,48.21,0.388,7.33,8.24,0
2025-09-10 06:31:05.869960,A008,Lighting,Building-4,Main,9.3,23.53,46.4,0.384,7.23,8.24,1
2025-09-10 06:41:05.869960,A008,Lighting,Building-4,Main,9.3,23.14,47.86,0.35,6.6,8.24,0
2025-09-10 06:51:05.869960,A008,Lighting,Building-4,Main,9.3,22.42,46.88,0.321,5.84,8.24,0
2025-09-10 07:01:05.869960,A008,Lighting,Building-4,Main,9.3,22.74,49.28,0.362,6.34,8.24,0
2025-09-10 07:11:05.869960,A008,Lighting,Building-4,Main,9.3,22.95,49.5,0.384,6.86,8.24,0
2025-09-10 07:21:05.869960,A008,Lighting,Building-4,Main,9.3,23.86,47.62,0.355,6.09,8.24,0
2025-09-10 07:31:05.869960,A008,Lighting,Building-4,Main,9.3,23.06,48.52,0.297,7.12,8.24,0
2025-09-10 07:41:05.869960,A008,Lighting,Building-4,Main,9.3,23.57,49.6,0.418,7.03,8.24,0
2025-09-10 07:51:05.869960,A008,Lighting,Building-4,Main,9.3,23.1,47.06,0.36,7.1,8.24,0
2025-09-10 08:01:05.869960,A008,Lighting,Building-4,Main,9.3,22.38,48.48,0.348,7.09,8.24,0
2025-09-10 08:11:05.869960,A008,Lighting,Building-4,Main,9.3,23.4,48.23,0.354,7.11,8.24,0
2025-09-10 08:21:05.869960,A008,Lighting,Building-4,Main,9.3,22.78,48.38,0.369,6.73,8.24,0
2025-09-10 08:31:05.869960,A008,Lighting,Building-4,Main,9.3,22.17,50.19,0.315,6.77,8.24,0
2025-09-10 08:41:05.869960,A008,Lighting,Building-4,Main,9.3,22.81,49.27,0.353,5.35,8.24,0
2025-09-10 08:51:05.869960,A008,Lighting,Building-4,Main,9.3,22.17,49.09,0.345,7.08,8.24,1
2025-09-10 09:01:05.869960,A008,Lighting,Building-4,Main,9.3,22.9,49.27,0.326,6.55,8.24,0
2025-09-10 09:11:05.869960,A008,Lighting,Building-4,Main,9.3,23.06,48.54,0.345,7.08,8.24,0
2025-09-10 09:21:05.869960,A008,Lighting,Building-4,Main,9.3,22.71,47.76,0.333,6.02,8.24,1
2025-09-10 09:31:05.869960,A008,Lighting,Building-4,Main,9.3,26.97,49.15,0.747,13.1,8.24,0
2025-09-10 09:41:05.869960,A008,Lighting,Building-4,Main,9.3,21.84,48.3,0.343,6.71,8.24,0
2025-09-10 09:51:05.869960,A008,Lighting,Building-4,Main,9.3,21.3,48.6,0.35,6.81,8.24,0
2025-09-10 10:01:05.869960,A008,Lighting,Building-4,Main,9.3,21.65,47.83,0.333,7.51,8.24,0
2025-09-10 10:11:05.869960,A008,Lighting,Building-4,Main,9.3,21.56,48.96,0.385,7.09,8.24,0
2025-09-10 10:21:05.869960,A008,Lighting,Building-4,Main,9.3,21.58,46.4,0.354,6.73,8.24,1
2025-09-10 10:31:05.869960,A008,Lighting,Building-4,Main,9.3,21.79,48.75,0.329,7.01,8.24,0
2025-09-10 10:41:05.869960,A008,Lighting,Building-4,Main,9.3,20.87,48.11,0.317,7.0,8.24,0
2025-09-10 10:51:05.869960,A008,Lighting,Building-4,Main,9.3,20.51,47.75,0.326,6.53,8.24,0
2025-09-10 11:01:05.869960,A008,Lighting,Building-4,Main,9.3,21.06,46.22,0.319,6.8,8.24,0
2025-09-10 11:11:05.869960,A008,Lighting,Building-4,Main,9.3,19.94,46.18,0.351,6.07,8.24,0
2025-09-10 11:21:05.869960,A008,Lighting,Building-4,Main,9.3,19.68,48.9,0.362,6.45,8.24,0
2025-09-10 11:31:05.869960,A008,Lighting,Building-4,Main,9.3,20.26,47.19,0.378,6.76,8.24,0
2025-09-10 11:41:05.869960,A008,Lighting,Building-4,Main,9.3,20.41,44.35,0.316,6.9,8.24,0
2025-09-10 11:51:05.869960,A008,Lighting,Building-4,Main,9.3,19.97,45.24,0.356,6.51,8.24,1
2025-09-10 12:01:05.869960,A008,Lighting,Building-4,Main,9.3,19.56,46.92,0.375,6.32,8.24,0
2025-09-10 12:11:05.869960,A008,Lighting,Building-4,Main,9.3,19.08,45.23,0.347,6.49,8.24,0
2025-09-10 12:21:05.869960,A008,Lighting,Building-4,Main,9.3,20.04,45.73,0.36,6.19,8.24,0
2025-09-10 12:31:05.869960,A008,Lighting,Building-4,Main,9.3,20.04,42.3,0.373,7.29,8.24,0
2025-09-10 12:41:05.869960,A008,Lighting,Building-4,Main,9.3,19.18,46.12,0.346,6.85,8.24,0
2025-09-10 12:51:05.869960,A008,Lighting,Building-4,Main,9.3,19.52,47.76,0.388,7.17,8.24,0
2025-09-10 13:01:05.869960,A008,Lighting,Building-4,Main,9.3,18.86,44.44,0.324,7.23,8.24,0
2025-09-10 13:11:05.869960,A008,Lighting,Building-4,Main,9.3,19.37,42.9,0.35,6.4,8.24,0
2025-09-10 13:21:05.869960,A008,Lighting,Building-4,Main,9.3,19.38,42.88,0.349,7.2,8.24,0
2025-09-10 13:31:05.869960,A008,Lighting,Building-4,Main,9.3,19.28,43.07,0.354,7.17,8.24,1
2025-09-10 13:41:05.869960,A008,Lighting,Building-4,Main,9.3,18.78,43.45,0.387,7.11,8.24,0
2025-09-10 13:51:05.869960,A008,Lighting,Building-4,Main,9.3,19.4,43.55,0.361,7.2,8.24,0
2025-09-10 14:01:05.869960,A008,Lighting,Building-4,Main,9.3,18.41,41.09,0.378,6.07,8.24,1
2025-09-10 14:11:05.869960,A008,Lighting,Building-4,Main,9.3,19.69,42.02,0.318,7.0,8.24,0
2025-09-10 14:21:05.869960,A008,Lighting,Building-4,Main,9.3,19.67,44.22,0.329,7.54,8.24,0
2025-09-10 14:31:05.869960,A008,Lighting,Building-4,Main,9.3,19.83,41.19,0.372,7.11,8.24,0
2025-09-10 14:41:05.869960,A008,Lighting,Building-4,Main,9.3,19.77,41.87,0.33,6.41,8.24,1
2025-09-10 14:51:05.869960,A008,Lighting,Building-4,Main,9.3,20.25,41.13,0.346,6.96,8.24,0
2025-09-10 15:01:05.869960,A008,Lighting,Building-4,Main,9.3,20.12,39.69,0.387,6.88,8.24,0
2025-09-10 15:11:05.869960,A008,Lighting,Building-4,Main,9.3,20.02,41.32,0.355,7.21,8.24,0
2025-09-10 15:21:05.869960,A008,Lighting,Building-4,Main,9.3,20.52,41.38,0.388,7.26,8.24,0
2025-09-10 15:31:05.869960,A008,Lighting,Building-4,Main,9.3,20.32,39.33,0.398,6.7,8.24,0
2025-09-10 15:41:05.869960,A008,Lighting,Building-4,Main,9.3,20.32,38.52,0.358,6.9,8.24,0
2025-09-10 15:51:05.869960,A008,Lighting,Building-4,Main,9.3,19.95,40.52,0.333,8.17,8.24,0
2025-09-10 16:01:05.869960,A008,Lighting,Building-4,Main,9.3,20.59,39.45,0.322,7.46,8.24,0
2025-09-10 16:11:05.869960,A008,Lighting,Building-4,Main,9.3,20.85,39.0,0.369,6.13,8.24,1
2025-09-10 16:21:05.869960,A008,Lighting,Building-4,Main,9.3,21.51,41.35,0.365,7.14,8.24,0
2025-09-10 16:31:05.869960,A008,Lighting,Building-4,Main,9.3,21.8,41.14,0.384,7.04,8.24,1
2025-09-10 16:41:05.869960,A008,Lighting,Building-4,Main,9.3,21.99,38.42,0.371,6.32,8.24,0
2025-09-10 16:51:05.869960,A008,Lighting,Building-4,Main,9.3,21.51,36.11,0.36,6.5,8.24,0
2025-09-10 17:01:05.869960,A008,Lighting,Building-4,Main,9.3,22.42,39.48,0.382,6.28,8.24,0
2025-09-10 17:11:05.869960,A008,Lighting,Building-4,Main,9.3,22.54,41.11,0.371,7.22,8.24,0
2025-09-10 17:21:05.869960,A008,Lighting,Building-4,Main,9.3,22.26,38.41,0.371,6.07,8.24,0
2025-09-10 17:31:05.869960,A008,Lighting,Building-4,Main,9.3,22.11,37.11,0.327,7.14,8.24,0
2025-09-10 17:41:05.869960,A008,Lighting,Building-4,Main,9.3,22.71,38.9,0.353,5.88,8.24,0
2025-09-10 17:51:05.869960,A008,Lighting,Building-4,Main,9.3,22.4,38.14,0.328,7.12,8.24,0
2025-09-10 18:01:05.869960,A008,Lighting,Building-4,Main,9.3,22.28,38.21,0.285,6.68,8.24,0
2025-09-10 18:11:05.869960,A008,Lighting,Building-4,Main,9.3,22.28,38.9,0.319,6.87,8.24,0
2025-09-10 18:21:05.869960,A008,Lighting,Building-4,Main,9.3,22.85,40.52,0.363,5.9,8.24,0
2025-09-10 18:31:05.869960,A008,Lighting,Building-4,Main,9.3,22.39,38.94,0.32,5.34,8.24,0
2025-09-10 18:41:05.869960,A008,Lighting,Building-4,Main,9.3,23.77,39.66,0.364,6.52,8.24,0
2025-09-10 18:51:05.869960,A008,Lighting,Building-4,Main,9.3,23.38,38.3,0.354,6.36,8.24,0
2025-09-10 19:01:05.869960,A008,Lighting,Building-4,Main,9.3,23.98,37.52,0.385,6.84,8.24,0
2025-09-10 19:11:05.869960,A008,Lighting,Building-4,Main,9.3,23.01,39.35,0.37,7.51,8.24,0
2025-09-10 19:21:05.869960,A008,Lighting,Building-4,Main,9.3,23.44,38.41,0.35,7.73,8.24,0
2025-09-10 19:31:05.869960,A008,Lighting,Building-4,Main,9.3,23.97,40.33,0.372,7.17,8.24,1
2025-09-10 19:41:05.869960,A008,Lighting,Building-4,Main,9.3,23.88,39.11,0.307,6.86,8.24,1
2025-09-10 19:51:05.869960,A008,Lighting,Building-4,Main,9.3,22.87,38.66,0.326,8.06,8.24,0
2025-09-10 20:01:05.869960,A008,Lighting,Building-4,Main,9.3,23.32,40.24,0.311,5.9,8.24,0
2025-09-10 20:11:05.869960,A008,Lighting,Building-4,Main,9.3,22.8,41.5,0.358,7.12,8.24,0
2025-09-10 20:21:05.869960,A008,Lighting,Building-4,Main,9.3,23.53,39.66,0.39,6.51,8.24,0
2025-09-10 20:31:05.869960,A008,Lighting,Building-4,Main,9.3,23.79,40.89,0.294,6.45,8.24,0
2025-09-10 20:41:05.869960,A008,Lighting,Building-4,Main,9.3,22.12,41.82,0.347,5.71,8.24,1
2025-09-10 20:51:05.869960,A008,Lighting,Building-4,Main,9.3,23.1,40.34,0.303,7.66,8.24,0
2025-09-10 21:01:05.869960,A008,Lighting,Building-4,Main,9.3,22.87,40.82,0.336,6.07,8.24,1
2025-09-10 21:11:05.869960,A008,Lighting,Building-4,Main,9.3,22.05,42.63,0.334,6.83,8.24,0
2025-09-10 21:21:05.869960,A008,Lighting,Building-4,Main,9.3,21.55,40.27,0.366,7.01,8.24,0
2025-09-10 21:31:05.869960,A008,Lighting,Building-4,Main,9.3,23.32,43.19,0.341,7.06,8.24,0
2025-09-10 21:41:05.869960,A008,Lighting,Building-4,Main,9.3,22.14,44.16,0.382,6.91,8.24,0
2025-09-10 21:51:05.869960,A008,Lighting,Building-4,Main,9.3,22.25,43.81,0.365,7.6,8.24,1
2025-09-10 22:01:05.869960,A008,Lighting,Building-4,Main,9.3,20.9,43.09,0.332,7.7,8.24,0
2025-09-10 22:11:05.869960,A008,Lighting,Building-4,Main,9.3,22.61,42.94,0.394,7.71,8.24,0
2025-09-10 22:21:05.869960,A008,Lighting,Building-4,Main,9.3,21.72,45.65,0.347,6.71,8.24,0
2025-09-10 22:31:05.869960,A008,Lighting,Building-4,Main,9.3,21.95,43.1,0.35,7.53,8.24,0
2025-09-10 22:41:05.869960,A008,Lighting,Building-4,Main,9.3,21.36,42.04,0.359,6.47,8.24,0
2025-09-10 22:51:05.869960,A008,Lighting,Building-4,Main,9.3,21.61,44.71,0.392,7.28,8.24,0
2025-09-10 23:01:05.869960,A008,Lighting,Building-4,Main,9.3,21.56,43.62,0.372,7.81,8.24,0
2025-09-10 23:11:05.869960,A008,Lighting,Building-4,Main,9.3,20.51,46.36,0.331,6.4,8.24,0
2025-09-10 23:21:05.869960,A008,Lighting,Building-4,Main,9.3,20.84,45.55,0.375,6.34,8.24,0
2025-09-10 23:31:05.869960,A008,Lighting,Building-4,Main,9.3,20.75,44.42,0.303,6.36,8.24,0
2025-09-10 23:41:05.869960,A008,Lighting,Building-4,Main,9.3,20.01,45.9,0.382,6.09,8.24,0
2025-09-10 23:51:05.869960,A008,Lighting,Building-4,Main,9.3,20.41,44.46,0.367,6.51,8.24,0
2025-09-11 00:01:05.869960,A008,Lighting,Building-4,Main,9.3,19.58,46.69,0.33,6.66,8.24,0
2025-09-11 00:11:05.869960,A008,Lighting,Building-4,Main,9.3,18.86,47.09,0.373,6.82,8.24,0
2025-09-11 00:21:05.869960,A008,Lighting,Building-4,Main,9.3,19.09,47.59,0.328,6.6,8.24,0
2025-09-11 00:31:05.869960,A008,Lighting,Building-4,Main,9.3,20.9,45.91,0.37,7.1,8.24,0
2025-09-11 00:41:05.869960,A008,Lighting,Building-4,Main,9.3,19.84,47.12,0.359,6.96,8.24,0
2025-09-11 00:51:05.869960,A008,Lighting,Building-4,Main,9.3,19.53,48.57,0.309,7.33,8.24,1
2025-09-11 01:01:05.869960,A008,Lighting,Building-4,Main,9.3,25.44,47.96,0.823,11.0,8.24,1
2025-09-11 01:11:05.869960,A008,Lighting,Building-4,Main,9.3,18.48,46.46,0.334,6.85,8.24,0
2025-09-11 01:21:05.869960,A008,Lighting,Building-4,Main,9.3,19.78,48.44,0.278,7.16,8.24,0
2025-09-11 01:31:05.869960,A008,Lighting,Building-4,Main,9.3,19.43,47.26,0.322,6.79,8.24,0
2025-09-11 01:41:05.869960,A008,Lighting,Building-4,Main,9.3,19.42,48.36,0.342,5.56,8.24,0
2025-09-11 01:51:05.869960,A008,Lighting,Building-4,Main,9.3,19.05,46.94,0.41,6.85,8.24,0
2025-09-11 02:01:05.869960,A008,Lighting,Building-4,Main,9.3,19.68,48.89,0.357,6.61,8.24,0
2025-09-11 02:11:05.869960,A008,Lighting,Building-4,Main,9.3,19.05,46.36,0.352,6.97,8.24,0
2025-09-11 02:21:05.869960,A008,Lighting,Building-4,Main,9.3,19.33,48.63,0.312,6.68,8.24,0
2025-09-11 02:31:05.869960,A008,Lighting,Building-4,Main,9.3,19.08,49.24,0.349,6.5,8.24,0
2025-09-11 02:41:05.869960,A008,Lighting,Building-4,Main,9.3,19.38,47.62,0.338,7.11,8.24,0
2025-09-11 02:51:05.869960,A008,Lighting,Building-4,Main,9.3,18.87,48.66,0.325,6.16,8.24,0
2025-09-11 03:01:05.869960,A008,Lighting,Building-4,Main,9.3,20.55,50.02,0.33,6.68,8.24,0
2025-09-11 03:11:05.869960,A008,Lighting,Building-4,Main,9.3,18.7,47.2,0.314,6.81,8.24,0
2025-09-11 03:21:05.869960,A008,Lighting,Building-4,Main,9.3,19.76,49.14,0.368,6.96,8.24,0
2025-09-11 03:31:05.869960,A008,Lighting,Building-4,Main,9.3,19.4,49.14,0.367,6.61,8.24,1
2025-09-11 03:41:05.869960,A008,Lighting,Building-4,Main,9.3,19.14,49.98,0.351,5.44,8.24,0
2025-09-11 03:51:05.869960,A008,Lighting,Building-4,Main,9.3,21.23,48.29,0.421,7.01,8.24,0
2025-09-11 04:01:05.869960,A008,Lighting,Building-4,Main,9.3,20.24,48.91,0.327,6.85,8.24,0
2025-09-11 04:11:05.869960,A008,Lighting,Building-4,Main,9.3,21.5,47.77,0.364,6.46,8.24,0
2025-09-11 04:21:05.869960,A008,Lighting,Building-4,Main,9.3,20.56,50.57,0.364,7.2,8.24,0
2025-09-11 04:31:05.869960,A008,Lighting,Building-4,Main,9.3,20.84,51.19,0.319,6.03,8.24,0
2025-09-11 04:41:05.869960,A008,Lighting,Building-4,Main,9.3,21.81,48.01,0.36,7.68,8.24,0
2025-09-11 04:51:05.869960,A008,Lighting,Building-4,Main,9.3,21.35,50.51,0.352,6.47,8.24,0
2025-09-11 05:01:05.869960,A008,Lighting,Building-4,Main,9.3,20.12,48.44,0.281,6.98,8.24,0
2025-09-11 05:11:05.869960,A008,Lighting,Building-4,Main,9.3,22.2,47.98,0.354,7.28,8.24,1
2025-09-11 05:21:05.869960,A008,Lighting,Building-4,Main,9.3,21.97,49.0,0.347,5.7,8.24,0
2025-09-11 05:31:05.869960,A008,Lighting,Building-4,Main,9.3,22.38,47.43,0.322,6.99,8.24,0
2025-09-11 05:41:05.869960,A008,Lighting,Building-4,Main,9.3,22.05,46.74,0.309,7.06,8.24,0
2025-09-11 05:51:05.869960,A008,Lighting,Building-4,Main,9.3,21.69,47.41,0.359,7.31,8.24,0
2025-09-11 06:01:05.869960,A008,Lighting,Building-4,Main,9.3,23.32,47.32,0.335,7.65,8.24,0
2025-09-11 06:11:05.869960,A008,Lighting,Building-4,Main,9.3,22.93,47.04,0.355,6.84,8.24,0
2025-09-11 06:21:05.869960,A008,Lighting,Building-4,Main,9.3,22.62,46.55,0.319,6.83,8.24,0
2025-09-11 06:31:05.869960,A008,Lighting,Building-4,Main,9.3,23.54,45.6,0.34,6.38,8.24,0
2025-09-11 06:41:05.869960,A008,Lighting,Building-4,Main,9.3,23.36,47.0,0.31,5.81,8.24,0
2025-09-11 06:51:05.869960,A008,Lighting,Building-4,Main,9.3,23.32,44.59,0.373,6.5,8.24,0
2025-09-11 07:01:05.869960,A008,Lighting,Building-4,Main,9.3,23.33,46.11,0.332,6.38,8.24,0
2025-09-11 07:11:05.869960,A008,Lighting,Building-4,Main,9.3,23.35,44.72,0.381,6.41,8.24,0
2025-09-11 07:21:05.869960,A008,Lighting,Building-4,Main,9.3,23.31,44.75,0.348,6.47,8.24,0
2025-09-11 07:31:05.869960,A008,Lighting,Building-4,Main,9.3,23.11,42.31,0.324,6.53,8.24,0
2025-09-11 07:41:05.869960,A008,Lighting,Building-4,Main,9.3,23.21,45.89,0.327,7.53,8.24,0
2025-09-11 07:51:05.869960,A008,Lighting,Building-4,Main,9.3,22.85,43.22,0.291,7.13,8.24,0
2025-09-11 08:01:05.869960,A008,Lighting,Building-4,Main,9.3,23.34,44.6,0.352,6.82,8.24,1
2025-09-11 08:11:05.869960,A008,Lighting,Building-4,Main,9.3,23.44,45.92,0.334,7.85,8.24,0
2025-09-11 08:21:05.869960,A008,Lighting,Building-4,Main,9.3,23.72,43.86,0.365,5.22,8.24,0
2025-09-11 08:31:05.869960,A008,Lighting,Building-4,Main,9.3,23.14,42.55,0.411,6.65,8.24,0
2025-09-11 08:41:05.869960,A008,Lighting,Building-4,Main,9.3,23.22,42.9,0.309,6.54,8.24,0
2025-09-11 08:51:05.869960,A008,Lighting,Building-4,Main,9.3,23.59,40.54,0.357,6.37,8.24,0
2025-09-11 09:01:05.869960,A008,Lighting,Building-4,Main,9.3,23.77,42.8,0.302,6.61,8.24,0
2025-09-11 09:11:05.869960,A008,Lighting,Building-4,Main,9.3,23.27,41.83,0.352,6.81,8.24,0
2025-09-11 09:21:05.869960,A008,Lighting,Building-4,Main,9.3,23.39,42.32,0.346,6.83,8.24,0
2025-09-11 09:31:05.869960,A008,Lighting,Building-4,Main,9.3,22.31,43.09,0.437,6.66,8.24,0
2025-09-11 09:41:05.869960,A008,Lighting,Building-4,Main,9.3,22.77,42.39,0.378,6.91,8.24,0
2025-09-11 09:51:05.869960,A008,Lighting,Building-4,Main,9.3,22.14,42.96,0.368,6.93,8.24,0
2025-09-11 10:01:05.869960,A008,Lighting,Building-4,Main,9.3,22.13,40.97,0.293,7.19,8.24,0
2025-09-11 10:11:05.869960,A008,Lighting,Building-4,Main,9.3,22.85,40.92,0.319,7.05,8.24,0
2025-09-11 10:21:05.869960,A008,Lighting,Building-4,Main,9.3,22.61,39.73,0.376,7.08,8.24,0
2025-09-11 10:31:05.869960,A008,Lighting,Building-4,Main,9.3,21.92,39.72,0.343,6.34,8.24,0
2025-09-11 10:41:05.869960,A008,Lighting,Building-4,Main,9.3,22.03,40.64,0.383,6.97,8.24,0
2025-09-11 10:51:05.869960,A008,Lighting,Building-4,Main,9.3,21.94,39.64,0.322,6.61,8.24,1
2025-09-11 11:01:05.869960,A008,Lighting,Building-4,Main,9.3,22.29,40.37,0.36,5.91,8.24,0
2025-09-11 11:11:05.869960,A008,Lighting,Building-4,Main,9.3,21.57,38.25,0.31,6.25,8.24,0
2025-09-11 11:21:05.869960,A008,Lighting,Building-4,Main,9.3,20.86,40.28,0.355,6.35,8.24,0
2025-09-11 11:31:05.869960,A008,Lighting,Building-4,Main,9.3,20.79,39.81,0.369,6.89,8.24,0
2025-09-11 11:41:05.869960,A008,Lighting,Building-4,Main,9.3,20.34,38.79,0.419,6.22,8.24,0
2025-09-11 11:51:05.869960,A008,Lighting,Building-4,Main,9.3,20.94,41.22,0.34,7.74,8.24,0
2025-09-11 12:01:05.869960,A008,Lighting,Building-4,Main,9.3,20.25,37.04,0.331,6.44,8.24,0
2025-09-11 12:11:05.869960,A008,Lighting,Building-4,Main,9.3,19.61,38.53,0.378,6.53,8.24,1
2025-09-11 12:21:05.869960,A008,Lighting,Building-4,Main,9.3,20.11,40.26,0.325,7.13,8.24,1
2025-09-11 12:31:05.869960,A008,Lighting,Building-4,Main,9.3,19.3,37.88,0.342,7.43,8.24,0
2025-09-11 12:41:05.869960,A008,Lighting,Building-4,Main,9.3,19.57,37.9,0.356,7.04,8.24,0
2025-09-11 12:51:05.869960,A008,Lighting,Building-4,Main,9.3,19.38,38.29,0.381,6.23,8.24,0
2025-09-11 13:01:05.869960,A008,Lighting,Building-4,Main,9.3,19.96,38.3,0.39,7.11,8.24,0
2025-09-11 13:11:05.869960,A008,Lighting,Building-4,Main,9.3,20.12,38.3,0.373,7.22,8.24,0
2025-09-11 13:21:05.869960,A008,Lighting,Building-4,Main,9.3,19.85,38.6,0.353,5.9,8.24,0
2025-09-11 13:31:05.869960,A008,Lighting,Building-4,Main,9.3,20.39,38.33,0.338,6.16,8.24,0
2025-09-11 13:41:05.869960,A008,Lighting,Building-4,Main,9.3,19.78,39.53,0.339,5.65,8.24,0
2025-09-11 13:51:05.869960,A008,Lighting,Building-4,Main,9.3,19.03,39.54,0.355,6.8,8.24,0
2025-09-11 14:01:05.869960,A008,Lighting,Building-4,Main,9.3,19.13,37.6,0.377,6.1,8.24,0
2025-09-08 14:11:05.869960,A009,HVAC,Building-1,Main,5.59,22.14,40.4,0.397,6.24,8.93,0
2025-09-08 14:21:05.869960,A009,HVAC,Building-1,Main,5.59,22.47,42.55,0.419,6.49,8.93,0
2025-09-08 14:31:05.869960,A009,HVAC,Building-1,Main,5.59,22.5,41.33,0.37,6.68,8.93,0
2025-09-08 14:41:05.869960,A009,HVAC,Building-1,Main,5.59,21.82,43.43,0.385,6.23,8.93,0
2025-09-08 14:51:05.869960,A009,HVAC,Building-1,Main,5.59,21.85,43.69,0.323,6.26,8.93,0
2025-09-08 15:01:05.869960,A009,HVAC,Building-1,Main,5.59,23.31,42.92,0.421,6.98,8.93,0
2025-09-08 15:11:05.869960,A009,HVAC,Building-1,Main,5.59,22.66,41.87,0.36,6.09,8.93,0
2025-09-08 15:21:05.869960,A009,HVAC,Building-1,Main,5.59,23.14,44.46,0.373,6.73,8.93,0
2025-09-08 15:31:05.869960,A009,HVAC,Building-1,Main,5.59,23.04,44.12,0.377,7.58,8.93,1
2025-09-08 15:41:05.869960,A009,HVAC,Building-1,Main,5.59,23.5,44.37,0.384,6.35,8.93,0
2025-09-08 15:51:05.869960,A009,HVAC,Building-1,Main,5.59,23.48,44.06,0.403,5.82,8.93,1
2025-09-08 16:01:05.869960,A009,HVAC,Building-1,Main,5.59,23.12,44.66,0.428,6.3,8.93,0
2025-09-08 16:11:05.869960,A009,HVAC,Building-1,Main,5.59,22.74,45.43,0.397,5.9,8.93,0
2025-09-08 16:21:05.869960,A009,HVAC,Building-1,Main,5.59,22.73,44.55,0.397,7.46,8.93,0
2025-09-08 16:31:05.869960,A009,HVAC,Building-1,Main,5.59,23.09,45.94,0.341,6.95,8.93,0
2025-09-08 16:41:05.869960,A009,HVAC,Building-1,Main,5.59,24.45,45.74,0.379,7.38,8.93,1
2025-09-08 16:51:05.869960,A009,HVAC,Building-1,Main,5.59,23.91,45.93,0.369,6.95,8.93,0
2025-09-08 17:01:05.869960,A009,HVAC,Building-1,Main,5.59,23.43,46.26,0.401,7.31,8.93,0
2025-09-08 17:11:05.869960,A009,HVAC,Building-1,Main,5.59,23.5,45.95,0.423,6.65,8.93,0
2025-09-08 17:21:05.869960,A009,HVAC,Building-1,Main,5.59,23.78,45.84,0.394,7.1,8.93,0
2025-09-08 17:31:05.869960,A009,HVAC,Building-1,Main,5.59,24.7,44.7,0.361,6.7,8.93,0
2025-09-08 17:41:05.869960,A009,HVAC,Building-1,Main,5.59,23.79,46.27,0.383,6.15,8.93,1
2025-09-08 17:51:05.869960,A009,HVAC,Building-1,Main,5.59,23.42,47.41,0.402,7.1,8.93,0
2025-09-08 18:01:05.869960,A009,HVAC,Building-1,Main,5.59,23.08,48.13,0.383,7.0,8.93,0
2025-09-08 18:11:05.869960,A009,HVAC,Building-1,Main,5.59,23.55,46.22,0.412,7.07,8.93,0
2025-09-08 18:21:05.869960,A009,HVAC,Building-1,Main,5.59,24.88,47.45,0.418,7.34,8.93,0
2025-09-08 18:31:05.869960,A009,HVAC,Building-1,Main,5.59,23.72,46.82,0.409,7.19,8.93,0
2025-09-08 18:41:05.869960,A009,HVAC,Building-1,Main,5.59,24.05,45.37,0.343,7.44,8.93,1
2025-09-08 18:51:05.869960,A009,HVAC,Building-1,Main,5.59,22.84,45.24,0.347,7.67,8.93,0
2025-09-08 19:01:05.869960,A009,HVAC,Building-1,Main,5.59,23.56,46.1,0.377,6.79,8.93,0
2025-09-08 19:11:05.869960,A009,HVAC,Building-1,Main,5.59,23.42,46.58,0.376,7.33,8.93,0
2025-09-08 19:21:05.869960,A009,HVAC,Building-1,Main,5.59,22.84,46.65,0.417,5.7,8.93,0
2025-09-08 19:31:05.869960,A009,HVAC,Building-1,Main,5.59,28.69,47.2,0.672,12.0,8.93,0
2025-09-08 19:41:05.869960,A009,HVAC,Building-1,Main,5.59,22.61,46.54,0.357,6.86,8.93,0
2025-09-08 19:51:05.869960,A009,HVAC,Building-1,Main,5.59,21.74,46.81,0.441,6.63,8.93,0
2025-09-08 20:01:05.869960,A009,HVAC,Building-1,Main,5.59,21.66,46.42,0.374,7.06,8.93,0
2025-09-08 20:11:05.869960,A009,HVAC,Building-1,Main,5.59,22.0,48.15,0.434,6.69,8.93,1
2025-09-08 20:21:05.869960,A009,HVAC,Building-1,Main,5.59,22.27,45.93,0.4,6.59,8.93,0
2025-09-08 20:31:05.869960,A009,HVAC,Building-1,Main,5.59,22.13,47.62,0.423,7.23,8.93,0
2025-09-08 20:41:05.869960,A009,HVAC,Building-1,Main,5.59,22.04,46.58,0.365,7.62,8.93,0
2025-09-08 20:51:05.869960,A009,HVAC,Building-1,Main,5.59,22.32,45.64,0.388,7.07,8.93,0
2025-09-08 21:01:05.869960,A009,HVAC,Building-1,Main,5.59,21.53,45.5,0.362,6.92,8.93,0
2025-09-08 21:11:05.869960,A009,HVAC,Building-1,Main,5.59,21.37,46.24,0.41,6.63,8.93,0
2025-09-08 21:21:05.869960,A009,HVAC,Building-1,Main,5.59,21.44,45.38,0.385,6.68,8.93,0
2025-09-08 21:31:05.869960,A009,HVAC,Building-1,Main,5.59,19.92,44.92,0.42,6.94,8.93,0
2025-09-08 21:41:05.869960,A009,HVAC,Building-1,Main,5.59,21.41,44.62,0.414,7.16,8.93,0
2025-09-08 21:51:05.869960,A009,HVAC,Building-1,Main,5.59,21.69,44.81,0.368,7.19,8.93,0
2025-09-08 22:01:05.869960,A009,HVAC,Building-1,Main,5.59,21.33,44.1,0.425,7.38,8.93,0
2025-09-08 22:11:05.869960,A009,HVAC,Building-1,Main,5.59,20.79,44.31,0.378,6.73,8.93,0
